carrier_name,shipping_option_code,shipping_option_result,partner,service,last_update
Dropi Fretes,3639024,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3580256,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3579991,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3579464,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3573654,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3559711,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3556622,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3552869,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,355142,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3533960,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3531400,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3456429,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3455222,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3454606,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3451361,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Qlick,QLICKPARTNER_4,Qlick - Outros,,Outros,2025-08-07 16:10:53
"Período Integral, entrega até as 22h | Grupo 2",sunday|45,"Período Integral, entrega até as 22h | Grupo 2 - Outros",,Outros,2025-08-07 16:10:53
Dropi Fretes,3608679,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3608552,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3607013,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3607012,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3528789,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3522510,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3507022,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3505637,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3495692,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3488108,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3581146,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3479112,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3469778,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,955274,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,925415,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,905706,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,905704,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
EFLET,Correoe-flet_28,EFLET - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4560540,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4560485,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4554831,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4930155,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4929392,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4928961,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4927216,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3460416,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3484699,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3484697,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Qbunita Transportes,manaus,Qbunita Transportes - Outros,,Outros,2025-08-07 16:10:53
Qbunita Transportes,interior,Qbunita Transportes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4733743,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4729164,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4727637,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4727635,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4727272,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4726714,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4726385,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4726286,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4724955,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4724588,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4724234,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3581148,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3420875,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4923939,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4923686,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4920671,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4918277,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4917487,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4912518,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,685924,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,684122,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,887005,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,832825,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3403081,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3399791,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SHIPSMART,1478,SHIPSMART - Outros,,Outros,2025-08-07 16:10:53
SHIPSMART,1313,SHIPSMART - Outros,,Outros,2025-08-07 16:10:53
Reserva Ink Entregas,1,Reserva Ink Entregas - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3245717,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3245688,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3230112,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3394885,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3391070,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3382509,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3378597,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3360787,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,333780,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SHIPSMART,421,SHIPSMART - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3449665,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3442132,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3321959,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4722937,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3432298,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3428732,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,332|2008,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3163454,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3159193,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3157499,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3144400,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3321884,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3317135,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3307526,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3288514,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3288187,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3288179,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3286672,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3267837,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3263673,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,302|1843,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3399788,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3108952,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,310655,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3098544,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3098530,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3094794,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3092913,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3187455,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3179849,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3230110,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3215543,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3204043,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3204036,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3202959,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3195523,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3194738,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,341|2029,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4571281,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4571192,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4554604,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4554417,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4552747,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,45502,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4713048,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4712126,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4710277,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4708694,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4706960,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,470481,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Shippy,350|2048,Shippy - Outros,,Outros,2025-08-07 16:10:53
Shippy,349|2046,Shippy - Outros,,Outros,2025-08-07 16:10:53
Shippy,344|2035,Shippy - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3109664,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3118538,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3117259,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,486,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3175641,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3175636,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4718266,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4713712,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4713527,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,829814,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,803054,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,746822,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,737279,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4565540,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4560667,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4573309,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4571990,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,66844,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2965411,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2778226,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2934408,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2912905,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2907610,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4702481,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4702480,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3081747,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3075714,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3075712,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3053308,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3039117,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3036843,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3032834,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3118541,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,12,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3016847,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,3003865,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2998158,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2990745,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4547404,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4545419,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4545416,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4544560,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,730132,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,514126,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,505042,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,5012458,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,5006140,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4996661,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4994118,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2748861,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2746093,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2731755,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2892328,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2877530,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2875536,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2865944,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2850471,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2842450,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,284075,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,267594,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,527,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2817999,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2793891,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2793636,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,34,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4698294,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4698075,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4696855,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4695993,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4692046,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4690106,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4689490,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4687269,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4685314,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2792401,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2788821,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2598420,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,258604,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,258602,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,651,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,650,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4972349,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4970475,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4970121,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4969962,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4968180,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4967146,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,264810,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2626321,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2623528,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2610086,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2390615,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,238551,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2709000,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4702479,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4700894,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4698312,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4684286,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4681020,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2503458,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2503443,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2503442,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2469049,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,659843,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4583376,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4577873,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4577405,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4575457,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4574679,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4574116,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4982739,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4981098,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4977294,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2025193,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2384165,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2373572,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2369088,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2366417,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,825,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,793,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2557492,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2556680,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2556676,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2543236,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2532682,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,251999,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2513857,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2295938,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2287631,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4674010,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4671009,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4670750,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4668077,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2280339,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2236420,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2193228,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
SmartEnvios,863,SmartEnvios - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2432588,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2416778,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2125632,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2123859,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2121815,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2110101,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2091540,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,2026876,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4945585,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4944778,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,4944745,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1582799,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1836031,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1820019,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1811085,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
Dropi Fretes,1790966,Dropi Fretes - Outros,,Outros,2025-08-07 16:10:53
